open,high,low,close,Volume
0.09098532295,0.093099012,0.0899908464,0.0915865012,33088386.4339318
0.09159046305,0.0933015,0.0902622162,0.09197330495,33278012.3453922
0.09197425295,0.0955311555,0.091648554,0.092543319225,70330703.3508371
0.092503584425,0.09385077895,0.09010945795,0.091085268675,33031912.188953
0.0910634499,0.096446829475,0.09075135675,0.0958645352,63653790.6912192
0.0958728684,0.106943610175,0.0947456167,0.1038813776,301458486.256376
0.10388147,0.10566936535,0.100728528975,0.10505786505,82513695.7173886
0.104466944325,0.1061811315,0.0990562235,0.102280571275,72505390.0717568
0.102289835425,0.1047222772,0.0997968998,0.1026060525,69494260.1995194
0.10256770125,0.10654189425,0.1012220602,0.1036392879,90958718.6625035
0.104268395,0.1100583349,0.102767808,0.1100541754,205682489.649856
0.1100293735,0.1154492528,0.1022021354,0.105863217075,216538717.99908
0.105867517575,0.1118586528,0.1056852267,0.1095237663,78822236.4506166
0.1095089378,0.114430863025,0.108938650275,0.11198364695,74552103.5085957
0.111991338,0.118922391125,0.1095489927,0.118719328375,185143994.045927
0.1181523732,0.1213361344,0.11181635715,0.115141713425,169451536.694813
0.11513651455,0.11665672205,0.0998914154,0.1041981975,188468625.391727
0.104178101875,0.11544686125,0.09789604,0.10726283275,224099727.377471
0.10671044895,0.10997655815,0.10092543825,0.10491525605,67206453.843774
0.1054520012,0.1096243754,0.1025031248,0.105726765375,39467611.1901173
0.105722654625,0.112855515,0.1047213063,0.11027057925,57546721.6036041
0.110272787625,0.1138297711,0.1096735835,0.11290616865,31273220.5663969
0.11290890105,0.114229085,0.11003160675,0.1112057317,50104312.1375958
