open,high,low,close,Volume
378.475,381.875,376.5,381.0,995.617
381.075,384.225,379.3,381.55,569.899
381.675,384.525,374.575,377.25,1080.529
377.225,378.4,366.8,367.875,1594.719
368.125,372.475,366.0,371.55,895.865
371.65,374.525,369.35,370.125,811.883
370.325,372.975,367.825,372.275,414.74
372.025,373.425,369.025,369.025,467.867
369.225,371.35,367.6,371.075,441.326
371.075,372.85,370.35,372.05,285.797
372.2,373.325,370.35,373.15,159.592
372.925,384.05,371.375,383.325,873.524
383.675,384.25,377.275,378.625,484.473
378.95,379.175,356.425,357.95,1106.228
357.4,359.9,338.95,339.7,2587.776
339.675,344.5,339.675,343.025,1038.082
342.975,344.5,341.9,343.45,473.462
