open,high,low,close,Volume
14.375,14.805,14.375,14.69,1571522.8875
14.69,14.6975,14.27,14.35,1881814.3675
14.35,14.38,14.1125,14.1625,1389467.18
14.1625,14.3675,13.8925,14.325,986551.32
14.325,14.65,14.23,14.65,755868.565
14.65,14.82,14.61,14.71,894809.5375
14.71,14.915,14.68,14.835,610276.3525
14.835,15.345,14.6425,14.655,1326620.45
14.655,14.655,13.5925,13.5925,1942697.5775
13.5925,13.67,12.9725,13.3325,1282768.9775
13.3325,13.6775,13.1675,13.3225,483517.83
13.3225,13.445,13.1175,13.135,258972.1925
13.135,13.1825,12.58,12.78,2361964.82
12.78,13.1,12.7075,12.98,1356678.0675
12.98,13.13,12.9125,12.9975,565869.4575
12.9975,13.3425,12.29,12.69,1370231.21
12.69,14.0925,12.6225,14.0175,646096.13
14.0175,14.3175,13.8475,13.9625,854376.16
13.9625,14.125,12.965,13.945,1715228.9625
13.945,14.45,13.9,14.2525,806154.0325
14.2525,14.79,14.2525,14.7675,1096282.57
14.7675,15.0375,14.75,14.9,707392.555
14.9,16.4575,14.8125,16.04,4903131.8425
16.04,16.2275,15.4675,15.655,2349729.8975
15.655,16.04,15.4125,16.0125,1729865.06
16.0125,16.32,15.6975,15.8875,1399165.4925
15.8875,16.81,15.78,16.475,1439733.57
16.475,17.6,16.34,17.25,1271697.4425
17.25,17.56,16.9525,17.5225,1266033.59
17.5225,18.3125,17.2925,18.2675,1919139.4
18.2675,19.225,18.14,18.9125,3846292.0725
18.9125,19.3475,17.86,18.5575,3168435.295
18.5575,19.05,17.925,18.0725,1831002.7375
18.0725,18.8625,18.0625,18.4775,2118458.05
18.48,18.8425,17.67,18.1425,2087218.8725
18.1425,18.505,18.1125,18.3825,2351950.445
18.385,18.74,18.07,18.18,2149008.2225
18.18,19.0125,18.0675,18.8275,3071199.5925
18.8275,18.9375,18.48,18.9375,1311754.1975
