open,high,low,close,Volume
0.22860969,0.2303,0.22667508,0.22980972,10685150.8065977
0.22981574,0.23181575,0.2267,0.2274,11575800.5472853
0.22747379,0.22999323,0.225,0.22586478,13976183.1142642
0.22528982,0.22647358,0.21969685,0.22227164,12165986.0264934
0.22169729,0.22422632,0.21940336,0.22184045,10261917.2393563
0.2218,0.22491396,0.22133955,0.22265093,6771259.94575904
0.22209335,0.22949525,0.21983787,0.22303524,17011237.6836059
0.22363585,0.22382283,0.21641089,0.2184284,12043672.2211946
0.21791916,0.2213,0.2164973,0.21959306,9844475.37868623
0.21953572,0.22345464,0.2173,0.22221778,9365096.52564147
0.22220264,0.22414837,0.21735479,0.21795562,11494151.0653285
0.21789901,0.23555194,0.2132,0.22195342,81379481.9669747
0.22258013,0.23493632,0.22123641,0.23020015,36603582.1529862
0.23079096,0.23175854,0.2243,0.22682136,25986802.5112285
0.22678252,0.22744669,0.2241,0.22626358,11853759.1582778
0.22683033,0.23085425,0.2212,0.22288539,18912966.0096266
0.2223315,0.22462702,0.21955821,0.22105063,13877905.9680912
0.22048271,0.22299486,0.21625142,0.21865325,18068515.7685987
0.21865891,0.2197,0.2109,0.2158,35129338.1992389
