open,high,low,close,Volume
0.031633,0.031686,0.02974,0.029935,69645914
0.029935,0.034001,0.029766,0.033618,218187775
0.033618,0.054691,0.033321,0.045674,2475768837
0.045671,0.05555,0.045004,0.052146,1627388204
0.052158,0.0764,0.047485,0.070582,1786864915
0.070789,0.105,0.0665,0.08975,2870898604
0.089848,0.123726,0.084014,0.10409,4125336554
0.10405,0.108615,0.08696,0.08765,2143132111
0.08765,0.09666,0.079764,0.087376,1800549962
0.087373,0.12079,0.082729,0.101096,2618707089
0.101107,0.14999,0.100394,0.136033,2665332529
0.135997,0.1415,0.108909,0.11429,1472700757
0.114415,0.127,0.107639,0.109205,1178233515
0.109153,0.113888,0.102343,0.108814,838636351
0.108695,0.13554,0.108672,0.123849,1708837851
