open,high,low,close,Volume
0.56487,0.59775,0.52929,0.56731,2355637.4906211
0.56783,0.63069,0.54777,0.6025,772070.82004232
0.59904,0.66944,0.58841,0.60927,439215.67499307
0.61238,0.6126,0.5755,0.60119,277746.82443513
0.60397,0.7,0.59221,0.68641,159831.22760274
0.68489,0.73113,0.67842,0.68521,590576.26029316
0.686,0.72741,0.686,0.72462,313767.23746296
0.72632,0.75293,0.69965,0.70746,242811.02052546
0.70882,0.72198,0.67116,0.68948,336885.78922201
0.68866,0.70573,0.66219,0.66664,239639.83039693
0.66916,0.70992,0.66066,0.69174,125809.67855967
0.68836,0.69015,0.66323,0.6687,537386.59192686
0.6702,0.67929,0.62884,0.6364,169245.71001147
0.63646,0.64117,0.61561,0.62415,169567.4901519
0.62463,0.67409,0.622,0.65474,155289.35128306
0.65497,0.6907,0.65296,0.68506,137387.83138485
0.68555,0.69499,0.657,0.66525,159530.6852532
0.66401,0.69043,0.65788,0.67613,155199.18546044
0.67698,0.68965,0.6636,0.68908,143297.62293409
0.68973,0.69803,0.66919,0.68204,164006.31670276
0.68374,0.70886,0.68035,0.70604,139231.91018225
0.70694,0.74143,0.70412,0.74143,205684.20948339
0.74238,0.74238,0.70131,0.7072,93877.34268736
0.70594,0.71,0.6623,0.67505,103791.0578682
0.67714,0.68934,0.66155,0.68205,134160.00727365
0.68014,0.69406,0.66516,0.67559,140968.24800144
0.67372,0.69168,0.66212,0.6777,119150.94759513
0.67837,0.69765,0.67215,0.67597,83579.58037515
0.67868,0.70559,0.67479,0.70559,115231.74633662
0.70504,0.71888,0.70069,0.7026,81505.66077927
0.70261,0.7182,0.70261,0.70512,151252.57518899
0.70454,0.73142,0.68932,0.6988,443860.43094853
0.69871,0.71503,0.68115,0.70252,417988.97946487
0.701,0.73519,0.701,0.72583,101478.19875107
0.72687,0.73689,0.69663,0.70004,165584.48818638
0.69765,0.70961,0.69181,0.7032,76164.89462382
0.7033,0.70588,0.69473,0.69685,95322.11741706
