open,high,low,close,Volume
0.06148,0.0616,0.05984,0.06078,23969114.5
0.06081,0.06097,0.0603,0.06051,8649774.7
0.06049,0.06128,0.06043,0.0606,15535887.3
0.0606,0.06174,0.06042,0.06172,16443862.5
0.06173,0.06191,0.06111,0.0617,10680247.4
0.06169,0.06183,0.06047,0.06071,13052367.3
0.06071,0.06249,0.0607,0.06227,38960375.0
0.06227,0.06253,0.06173,0.06195,22631135.0
0.06195,0.0623,0.06162,0.06224,8768775.5
0.06224,0.06226,0.06099,0.06187,24569926.5
0.06187,0.06318,0.06165,0.06299,39945775.1
0.063,0.0652,0.06258,0.06514,41768726.2
0.06514,0.06617,0.06437,0.06538,37685179.3
0.06534,0.06563,0.06468,0.06515,17555896.9
0.06512,0.06531,0.06338,0.06345,17396167.8
0.06345,0.066,0.0632,0.06401,38590756.1
0.06401,0.06508,0.06398,0.06434,17349683.0
0.06431,0.06436,0.06283,0.06373,23000892.8
0.06373,0.0641,0.06264,0.06265,22328348.9
